number,Single Thread,ThreadPoolExecutor,multiprocessing_Pool,multiprocessing_Process_Queue
174,0,0,0,0
465,0,0,0,0
881,1,1,1,1
587,1,1,1,1
659,1,1,1,1
710,0,0,0,0
668,0,0,0,0
428,0,0,0,0
363,0,0,0,0
786,0,0,0,0
397,1,1,1,1
13,1,1,1,1
366,0,0,0,1
452,0,0,0,0
336,0,0,0,0
47,1,1,1,0
944,0,0,0,1
764,0,0,0,0
827,1,1,1,0
620,0,0,0,0
667,0,0,0,1
372,0,0,0,0
181,1,1,1,0
317,1,1,1,0
160,0,0,0,1
875,0,0,0,1
290,0,0,0,0
831,0,0,0,0
548,0,0,0,0
410,0,0,0,0
537,0,0,0,0
886,0,0,0,0
558,0,0,0,0
97,1,1,1,0
865,0,0,0,0
75,0,0,0,0
269,1,1,1,0
560,0,0,0,1
141,0,0,0,0
57,0,0,0,1
507,0,0,0,0
367,1,1,1,1
5,1,1,1,0
828,0,0,0,0
561,0,0,0,0
869,0,0,0,0
726,0,0,0,1
866,0,0,0,1
143,0,0,0,0
327,0,0,0,0
317,1,1,1,0
542,0,0,0,0
378,0,0,0,0
339,0,0,0,0
116,0,0,0,0
411,0,0,0,0
606,0,0,0,0
870,0,0,0,1
442,0,0,0,0
447,0,0,0,0
992,0,0,0,0
873,0,0,0,0
709,1,1,1,0
820,0,0,0,0
311,1,1,1,0
386,0,0,0,0
798,0,0,0,0
191,1,1,1,0
833,0,0,0,0
935,0,0,0,0
624,0,0,0,0
960,0,0,0,0
655,0,0,0,1
770,0,0,0,0
920,0,0,0,0
715,0,0,0,1
874,0,0,0,0
504,0,0,0,0
617,1,1,1,0
977,1,1,1,0
884,0,0,0,0
492,0,0,0,0
270,0,0,0,0
448,0,0,0,0
713,0,0,0,0
114,0,0,0,0
231,0,0,0,0
650,0,0,0,0
569,1,1,1,0
348,0,0,0,0
495,0,0,0,0
852,0,0,0,1
926,0,0,0,1
150,0,0,0,0
272,0,0,0,0
351,0,0,0,0
188,0,0,0,0
486,0,0,0,0
360,0,0,0,0
887,1,1,1,0
459,0,0,0,0
304,0,0,0,1
264,0,0,0,0
247,0,0,0,0
4,0,0,0,0
176,0,0,0,0
419,1,1,1,0
672,0,0,0,0
986,0,0,0,0
83,1,1,1,0
494,0,0,0,0
230,0,0,0,0
644,0,0,0,0
415,0,0,0,0
957,0,0,0,1
946,0,0,0,0
78,0,0,0,0
502,0,0,0,0
135,0,0,0,0
928,0,0,0,0
483,0,0,0,1
65,0,0,0,0
667,0,0,0,0
1000,0,0,0,0
291,0,0,0,0
910,0,0,0,0
580,0,0,0,0
948,0,0,0,0
943,0,0,0,0
960,0,0,0,0
942,0,0,0,0
289,0,0,0,0
307,1,1,1,0
177,0,0,0,0
238,0,0,0,0
428,0,0,0,1
303,0,0,0,0
614,0,0,0,0
294,0,0,0,0
804,0,0,0,0
402,0,0,0,0
539,0,0,0,0
897,0,0,0,0
874,0,0,0,0
521,1,1,1,0
442,0,0,0,1
221,0,0,0,0
597,0,0,0,0
368,0,0,0,0
314,0,0,0,0
370,0,0,0,0
32,0,0,0,0
397,1,1,1,1
43,1,1,1,1
328,0,0,0,0
352,0,0,0,0
586,0,0,0,0
154,0,0,0,0
885,0,0,0,0
544,0,0,0,0
388,0,0,0,0
577,1,1,1,1
279,0,0,0,0
200,0,0,0,0
494,0,0,0,0
927,0,0,0,0
391,0,0,0,0
156,0,0,0,0
115,0,0,0,0
602,0,0,0,0
207,0,0,0,0
22,0,0,0,0
612,0,0,0,0
848,0,0,0,0
499,1,1,1,1
59,1,1,1,1
704,0,0,0,0
222,0,0,0,0
512,0,0,0,0
315,0,0,0,0
805,0,0,0,0
488,0,0,0,0
180,0,0,0,0
523,1,1,1,1
552,0,0,0,0
905,0,0,0,0
503,1,1,1,1
56,0,0,0,0
815,0,0,0,0
765,0,0,0,0
665,0,0,0,0
572,0,0,0,0
748,0,0,0,0
281,1,1,1,1
989,0,0,0,0
865,0,0,0,0
509,1,1,1,0
518,0,0,0,1
894,0,0,0,0
642,0,0,0,0
943,0,0,0,0
927,0,0,0,0
782,0,0,0,0
695,0,0,0,0
774,0,0,0,0
127,1,1,1,1
902,0,0,0,0
781,0,0,0,0
221,0,0,0,0
917,0,0,0,0
420,0,0,0,0
106,0,0,0,0
824,0,0,0,0
16,0,0,0,0
751,1,1,1,1
981,0,0,0,0
50,0,0,0,0
308,0,0,0,0
768,0,0,0,0
267,0,0,0,0
33,0,0,0,0
223,1,1,1,1
215,0,0,0,0
253,0,0,0,0
796,0,0,0,0
760,0,0,0,0
121,0,0,0,0
252,0,0,0,0
749,0,0,0,0
568,0,0,0,0
33,0,0,0,0
605,0,0,0,0
770,0,0,0,0
428,0,0,0,0
406,0,0,0,0
124,0,0,0,0
307,1,1,1,1
79,1,1,1,1
789,0,0,0,0
390,0,0,0,0
508,0,0,0,0
713,0,0,0,0
109,1,1,1,1
578,0,0,0,0
495,0,0,0,0
927,0,0,0,0
861,0,0,0,0
53,1,1,1,1
878,0,0,0,0
529,0,0,0,0
565,0,0,0,0
859,1,1,1,1
402,0,0,0,0
50,0,0,0,0
747,0,0,0,0
501,0,0,0,0
221,0,0,0,0
870,0,0,0,0
267,0,0,0,0
342,0,0,0,0
889,0,0,0,0
709,1,1,1,1
829,1,1,1,1
751,1,1,1,1
270,0,0,0,0
793,0,0,0,0
618,0,0,0,0
204,0,0,0,0
168,0,0,0,0
946,0,0,0,0
781,0,0,0,0
244,0,0,0,0
502,0,0,0,0
902,0,0,0,0
760,0,0,0,0
542,0,0,0,0
774,0,0,0,0
517,0,0,0,0
649,0,0,0,0
374,0,0,0,0
347,1,1,1,1
851,0,0,0,0
869,0,0,0,0
357,0,0,0,0
928,0,0,0,0
972,0,0,0,0
575,0,0,0,0
483,0,0,0,0
176,0,0,0,0
191,1,1,1,1
70,0,0,0,0
309,0,0,0,0
325,0,0,0,0
668,0,0,0,0
711,0,0,0,0
559,0,0,0,0
17,1,1,1,1
953,1,1,1,1
298,0,0,0,0
589,0,0,0,0
279,0,0,0,0
219,0,0,0,0
690,0,0,0,0
541,1,1,1,0
286,0,0,0,1
283,1,1,1,1
282,0,0,0,0
165,0,0,0,0
207,0,0,0,0
354,0,0,0,0
889,0,0,0,0
858,0,0,0,0
189,0,0,0,0
792,0,0,0,0
313,1,1,1,1
592,0,0,0,0
327,0,0,0,0
500,0,0,0,0
394,0,0,0,0
575,0,0,0,0
474,0,0,0,0
284,0,0,0,0
975,0,0,0,0
686,0,0,0,0
536,0,0,0,0
310,0,0,0,0
389,1,1,1,1
646,0,0,0,0
153,0,0,0,0
314,0,0,0,0
720,0,0,0,0
313,1,1,1,1
119,0,0,0,0
112,0,0,0,0
514,0,0,0,0
343,0,0,0,0
198,0,0,0,0
817,0,0,0,0
670,0,0,0,0
363,0,0,0,0
165,0,0,0,0
581,0,0,0,0
42,0,0,0,0
205,0,0,0,0
492,0,0,0,0
248,0,0,0,0
378,0,0,0,0
49,0,0,0,0
815,0,0,0,1
307,1,1,1,0
567,0,0,0,0
832,0,0,0,0
748,0,0,0,0
487,1,1,1,1
314,0,0,0,0
942,0,0,0,0
560,0,0,0,0
497,0,0,0,0
432,0,0,0,0
546,0,0,0,0
121,0,0,0,0
116,0,0,0,0
553,0,0,0,1
877,1,1,1,0
302,0,0,0,0
259,0,0,0,1
349,1,1,1,0
93,0,0,0,0
706,0,0,0,0
93,0,0,0,0
988,0,0,0,0
186,0,0,0,0
276,0,0,0,0
391,0,0,0,0
199,1,1,1,0
594,0,0,0,1
454,0,0,0,0
737,0,0,0,0
39,0,0,0,0
542,0,0,0,0
250,0,0,0,0
466,0,0,0,0
37,1,1,1,1
593,1,1,1,0
10,0,0,0,1
357,0,0,0,0
645,0,0,0,0
42,0,0,0,0
242,0,0,0,0
107,1,1,1,1
641,1,1,1,1
253,0,0,0,0
154,0,0,0,0
879,0,0,0,0
63,0,0,0,0
227,1,1,1,1
614,0,0,0,0
143,0,0,0,0
479,1,1,1,1
40,0,0,0,0
226,0,0,0,0
29,1,1,1,1
585,0,0,0,0
687,0,0,0,0
899,0,0,0,0
863,1,1,1,1
231,0,0,0,0
866,0,0,0,0
192,0,0,0,0
419,1,1,1,1
17,1,1,1,1
303,0,0,0,0
823,1,1,1,0
391,0,0,0,1
797,1,1,1,1
633,0,0,0,0
322,0,0,0,0
952,0,0,0,0
293,1,1,1,1
175,0,0,0,0
203,0,0,0,0
655,0,0,0,0
864,0,0,0,0
235,0,0,0,0
274,0,0,0,0
800,0,0,0,0
200,0,0,0,0
444,0,0,0,0
800,0,0,0,0
896,0,0,0,0
234,0,0,0,0
511,0,0,0,0
733,1,1,1,0
968,0,0,0,1
616,0,0,0,0
66,0,0,0,0
360,0,0,0,0
773,1,1,1,1
457,1,1,1,1
182,0,0,0,0
5,1,1,1,1
808,0,0,0,0
644,0,0,0,0
805,0,0,0,0
225,0,0,0,0
647,1,1,1,1
853,1,1,1,0
894,0,0,0,1
265,0,0,0,0
988,0,0,0,0
219,0,0,0,0
642,0,0,0,0
220,0,0,0,0
367,1,1,1,1
235,0,0,0,0
780,0,0,0,0
518,0,0,0,0
397,1,1,1,1
266,0,0,0,0
28,0,0,0,0
816,0,0,0,0
483,0,0,0,0
36,0,0,0,0
445,0,0,0,0
823,1,1,1,0
742,0,0,0,1
885,0,0,0,0
425,0,0,0,0
626,0,0,0,0
957,0,0,0,0
674,0,0,0,0
910,0,0,0,0
10,0,0,0,0
559,0,0,0,0
6,0,0,0,0
626,0,0,0,0
506,0,0,0,0
951,0,0,0,0
600,0,0,0,0
574,0,0,0,0
330,0,0,0,0
471,0,0,0,0
153,0,0,0,0
73,1,1,1,1
53,1,1,1,1
755,0,0,0,0
554,0,0,0,0
454,0,0,0,0
605,0,0,0,0
87,0,0,0,0
505,0,0,0,0
967,1,1,1,0
536,0,0,0,1
409,1,1,1,1
39,0,0,0,0
303,0,0,0,0
277,1,1,1,1
294,0,0,0,0
961,0,0,0,0
719,1,1,1,0
490,0,0,0,1
800,0,0,0,0
994,0,0,0,0
341,0,0,0,0
173,1,1,1,1
231,0,0,0,0
702,0,0,0,0
569,1,1,1,1
764,0,0,0,0
375,0,0,0,0
737,0,0,0,0
338,0,0,0,0
471,0,0,0,0
460,0,0,0,0
532,0,0,0,0
572,0,0,0,0
483,0,0,0,0
233,1,1,1,0
944,0,0,0,1
471,0,0,0,0
858,0,0,0,0
790,0,0,0,0
647,1,1,1,1
266,0,0,0,0
805,0,0,0,0
179,1,1,1,1
197,1,1,1,1
675,0,0,0,0
162,0,0,0,0
787,1,1,1,1
768,0,0,0,0
320,0,0,0,0
186,0,0,0,0
574,0,0,0,0
261,0,0,0,0
902,0,0,0,0
712,0,0,0,0
673,1,1,1,1
619,1,1,1,0
51,0,0,0,1
794,0,0,0,0
827,1,1,1,0
222,0,0,0,1
304,0,0,0,0
505,0,0,0,0
122,0,0,0,0
507,0,0,0,0
783,0,0,0,0
169,0,0,0,0
310,0,0,0,0
769,1,1,1,1
727,1,1,1,1
415,0,0,0,0
491,1,1,1,1
852,0,0,0,0
676,0,0,0,0
751,1,1,1,1
829,1,1,1,1
375,0,0,0,0
523,1,1,1,1
371,0,0,0,0
731,0,0,0,0
845,0,0,0,0
769,1,1,1,1
739,1,1,1,1
834,0,0,0,0
750,0,0,0,0
591,0,0,0,0
424,0,0,0,0
931,0,0,0,0
128,0,0,0,0
90,0,0,0,0
917,0,0,0,0
505,0,0,0,0
449,1,1,1,1
762,0,0,0,0
987,0,0,0,0
840,0,0,0,0
261,0,0,0,0
7,1,1,1,1
584,0,0,0,0
970,0,0,0,0
761,1,1,1,1
501,0,0,0,0
771,0,0,0,0
823,1,1,1,1
239,1,1,1,1
227,1,1,1,1
521,1,1,1,1
268,0,0,0,0
825,0,0,0,0
616,0,0,0,0
48,0,0,0,0
977,1,1,1,0
742,0,0,0,1
519,0,0,0,0
836,0,0,0,0
734,0,0,0,0
925,0,0,0,0
252,0,0,0,0
185,0,0,0,0
44,0,0,0,0
915,0,0,0,0
858,0,0,0,0
802,0,0,0,0
688,0,0,0,0
790,0,0,0,0
132,0,0,0,0
985,0,0,0,0
534,0,0,0,0
30,0,0,0,0
132,0,0,0,0
299,0,0,0,0
932,0,0,0,0
413,0,0,0,0
457,1,1,1,1
620,0,0,0,0
587,1,1,1,1
782,0,0,0,0
875,0,0,0,0
682,0,0,0,0
943,0,0,0,0
22,0,0,0,0
92,0,0,0,0
929,1,1,1,1
615,0,0,0,0
676,0,0,0,0
34,0,0,0,0
464,0,0,0,0
204,0,0,0,0
308,0,0,0,0
896,0,0,0,0
113,1,1,1,1
218,0,0,0,0
505,0,0,0,0
987,0,0,0,0
290,0,0,0,0
861,0,0,0,0
879,0,0,0,0
307,1,1,1,1
958,0,0,0,0
58,0,0,0,0
73,1,1,1,1
793,0,0,0,0
348,0,0,0,0
119,0,0,0,0
278,0,0,0,0
265,0,0,0,0
307,1,1,1,1
372,0,0,0,0
692,0,0,0,0
728,0,0,0,0
873,0,0,0,0
99,0,0,0,0
453,0,0,0,0
868,0,0,0,0
39,0,0,0,0
498,0,0,0,0
167,1,1,1,1
457,1,1,1,1
117,0,0,0,0
230,0,0,0,0
342,0,0,0,0
942,0,0,0,0
33,0,0,0,0
103,1,1,1,1
559,0,0,0,0
685,0,0,0,0
573,0,0,0,0
888,0,0,0,0
11,1,1,1,1
735,0,0,0,0
864,0,0,0,0
321,0,0,0,0
81,0,0,0,0
44,0,0,0,0
797,1,1,1,1
899,0,0,0,0
848,0,0,0,0
735,0,0,0,0
715,0,0,0,0
765,0,0,0,0
495,0,0,0,0
311,1,1,1,1
292,0,0,0,0
100,0,0,0,0
844,0,0,0,0
851,0,0,0,0
634,0,0,0,0
526,0,0,0,0
555,0,0,0,0
662,0,0,0,0
259,0,0,0,0
749,0,0,0,0
633,0,0,0,0
555,0,0,0,0
334,0,0,0,0
511,0,0,0,0
963,0,0,0,0
939,0,0,0,0
150,0,0,0,0
592,0,0,0,0
473,0,0,0,0
195,0,0,0,0
854,0,0,0,0
729,0,0,0,0
788,0,0,0,0
152,0,0,0,0
853,1,1,1,1
645,0,0,0,0
883,1,1,1,1
748,0,0,0,0
464,0,0,0,0
72,0,0,0,0
359,1,1,1,1
194,0,0,0,0
17,1,1,1,1
929,1,1,1,1
839,1,1,1,1
555,0,0,0,0
805,0,0,0,0
258,0,0,0,0
234,0,0,0,0
728,0,0,0,0
784,0,0,0,0
936,0,0,0,0
706,0,0,0,0
435,0,0,0,0
32,0,0,0,0
642,0,0,0,0
875,0,0,0,0
109,1,1,1,1
832,0,0,0,0
244,0,0,0,0
869,0,0,0,0
312,0,0,0,0
740,0,0,0,0
138,0,0,0,0
296,0,0,0,0
233,1,1,1,1
965,0,0,0,0
619,1,1,1,1
876,0,0,0,0
669,0,0,0,0
184,0,0,0,0
432,0,0,0,0
514,0,0,0,0
309,0,0,0,0
905,0,0,0,0
118,0,0,0,0
421,1,1,1,1
985,0,0,0,0
167,1,1,1,1
901,0,0,0,0
293,1,1,1,1
66,0,0,0,0
206,0,0,0,0
819,0,0,0,0
370,0,0,0,0
388,0,0,0,0
209,0,0,0,0
910,0,0,0,0
162,0,0,0,0
826,0,0,0,0
277,1,1,1,1
68,0,0,0,0
554,0,0,0,0
140,0,0,0,0
761,1,1,1,1
926,0,0,0,0
281,1,1,1,1
976,0,0,0,0
916,0,0,0,0
886,0,0,0,0
513,0,0,0,0
791,0,0,0,0
856,0,0,0,0
483,0,0,0,0
663,0,0,0,0
144,0,0,0,0
804,0,0,0,0
434,0,0,0,0
871,0,0,0,0
322,0,0,0,0
736,0,0,0,0
794,0,0,0,0
831,0,0,0,0
553,0,0,0,0
156,0,0,0,0
681,0,0,0,0
808,0,0,0,0
945,0,0,0,0
378,0,0,0,0
330,0,0,0,0
776,0,0,0,0
532,0,0,0,0
642,0,0,0,0
611,0,0,0,0
943,0,0,0,0
855,0,0,0,0
338,0,0,0,0
177,0,0,0,0
421,1,1,1,1
933,0,0,0,0
556,0,0,0,0
624,0,0,0,0
1,0,0,0,0
32,0,0,0,0
741,0,0,0,0
264,0,0,0,0
257,1,1,1,1
948,0,0,0,0
625,0,0,0,0
996,0,0,0,0
565,0,0,0,0
186,0,0,0,0
974,0,0,0,0
546,0,0,0,0
810,0,0,0,0
464,0,0,0,0
191,1,1,1,0
301,0,0,0,1
220,0,0,0,0
195,0,0,0,0
626,0,0,0,0
557,1,1,1,1
693,0,0,0,0
76,0,0,0,0
720,0,0,0,0
391,0,0,0,0
193,1,1,1,1
196,0,0,0,0
503,1,1,1,0
611,0,0,0,1
49,0,0,0,0
893,0,0,0,0
956,0,0,0,0
730,0,0,0,0
537,0,0,0,0
708,0,0,0,0
963,0,0,0,0
85,0,0,0,0
92,0,0,0,0
224,0,0,0,0
761,1,1,1,0
245,0,0,0,1
122,0,0,0,0
14,0,0,0,0
614,0,0,0,0
347,1,1,1,1
598,0,0,0,0
941,1,1,1,1
975,0,0,0,0
144,0,0,0,0
225,0,0,0,0
921,0,0,0,0
862,0,0,0,0
778,0,0,0,0
942,0,0,0,0
660,0,0,0,0
335,0,0,0,0
396,0,0,0,0
15,0,0,0,0
596,0,0,0,0
702,0,0,0,0
880,0,0,0,0
799,0,0,0,0
220,0,0,0,0
908,0,0,0,0
35,0,0,0,0
358,0,0,0,0
211,1,1,1,1
203,0,0,0,0
627,0,0,0,0
750,0,0,0,0
881,1,1,1,0
34,0,0,0,1
567,0,0,0,0
955,0,0,0,0
739,1,1,1,1
193,1,1,1,0
518,0,0,0,1
321,0,0,0,0
581,0,0,0,0
653,1,1,1,0
856,0,0,0,1
188,0,0,0,0
981,0,0,0,0
103,1,1,1,1
906,0,0,0,0
836,0,0,0,0
150,0,0,0,0
316,0,0,0,0
