number,Single Thread,ThreadPoolExecutor,multiprocessing_Pool,multiprocessing_Process_Queue
245,0,0,0,0
943,0,0,0,0
642,0,0,0,0
137,1,1,1,1
947,1,1,1,0
232,0,0,0,1
155,0,0,0,0
494,0,0,0,0
282,0,0,0,0
708,0,0,0,0
803,0,0,0,0
77,0,0,0,0
209,0,0,0,0
175,0,0,0,0
161,0,0,0,0
4,0,0,0,0
210,0,0,0,0
648,0,0,0,0
944,0,0,0,0
828,0,0,0,0
870,0,0,0,0
888,0,0,0,0
239,1,1,1,1
242,0,0,0,0
384,0,0,0,0
819,0,0,0,0
588,0,0,0,0
654,0,0,0,0
98,0,0,0,0
142,0,0,0,0
203,0,0,0,0
999,0,0,0,0
210,0,0,0,0
295,0,0,0,0
888,0,0,0,0
272,0,0,0,0
886,0,0,0,0
73,1,1,1,1
807,0,0,0,0
897,0,0,0,0
569,1,1,1,0
759,0,0,0,1
910,0,0,0,0
788,0,0,0,0
920,0,0,0,0
692,0,0,0,0
551,0,0,0,0
147,0,0,0,0
623,0,0,0,0
419,1,1,1,0
440,0,0,0,1
569,1,1,1,1
552,0,0,0,0
417,0,0,0,0
309,0,0,0,0
804,0,0,0,0
14,0,0,0,0
403,0,0,0,0
180,0,0,0,0
672,0,0,0,0
317,1,1,1,1
487,1,1,1,1
194,0,0,0,0
529,0,0,0,0
205,0,0,0,0
744,0,0,0,0
72,0,0,0,0
923,0,0,0,0
641,1,1,1,1
846,0,0,0,0
27,0,0,0,0
101,1,1,1,1
39,0,0,0,0
470,0,0,0,0
341,0,0,0,0
365,0,0,0,0
43,1,1,1,1
407,0,0,0,0
487,1,1,1,1
499,1,1,1,1
116,0,0,0,0
146,0,0,0,0
983,1,1,1,1
869,0,0,0,0
87,0,0,0,0
55,0,0,0,0
48,0,0,0,0
616,0,0,0,0
596,0,0,0,0
630,0,0,0,0
903,0,0,0,0
989,0,0,0,0
233,1,1,1,1
40,0,0,0,0
913,0,0,0,0
186,0,0,0,0
63,0,0,0,0
424,0,0,0,0
541,1,1,1,1
404,0,0,0,0
876,0,0,0,0
197,1,1,1,1
736,0,0,0,0
842,0,0,0,0
758,0,0,0,0
11,1,1,1,1
850,0,0,0,0
825,0,0,0,0
723,0,0,0,0
443,1,1,1,0
880,0,0,0,1
93,0,0,0,0
970,0,0,0,0
957,0,0,0,0
629,0,0,0,0
168,0,0,0,0
139,1,1,1,1
534,0,0,0,0
318,0,0,0,0
229,1,1,1,1
409,1,1,1,0
511,0,0,0,1
29,1,1,1,1
33,0,0,0,0
112,0,0,0,0
607,1,1,1,1
391,0,0,0,0
569,1,1,1,0
562,0,0,0,1
798,0,0,0,0
716,0,0,0,0
868,0,0,0,0
998,0,0,0,0
236,0,0,0,0
82,0,0,0,0
666,0,0,0,0
730,0,0,0,0
910,0,0,0,0
357,0,0,0,0
340,0,0,0,0
484,0,0,0,0
157,1,1,1,1
327,0,0,0,0
335,0,0,0,0
518,0,0,0,0
909,0,0,0,0
904,0,0,0,0
783,0,0,0,0
705,0,0,0,0
708,0,0,0,0
38,0,0,0,0
642,0,0,0,0
789,0,0,0,0
367,1,1,1,1
13,1,1,1,1
626,0,0,0,0
752,0,0,0,0
868,0,0,0,0
468,0,0,0,0
435,0,0,0,0
242,0,0,0,0
46,0,0,0,0
52,0,0,0,0
403,0,0,0,0
317,1,1,1,1
49,0,0,0,0
304,0,0,0,0
648,0,0,0,0
702,0,0,0,0
282,0,0,0,0
417,0,0,0,0
947,1,1,1,1
41,1,1,1,1
522,0,0,0,0
753,0,0,0,0
404,0,0,0,0
271,1,1,1,1
608,0,0,0,0
725,0,0,0,0
883,1,1,1,1
115,0,0,0,0
9,0,0,0,0
625,0,0,0,0
673,1,1,1,1
162,0,0,0,0
556,0,0,0,0
154,0,0,0,0
885,0,0,0,0
226,0,0,0,0
78,0,0,0,0
783,0,0,0,0
559,0,0,0,0
897,0,0,0,0
304,0,0,0,0
155,0,0,0,0
765,0,0,0,0
59,1,1,1,1
19,1,1,1,1
387,0,0,0,0
46,0,0,0,0
716,0,0,0,0
811,1,1,1,1
424,0,0,0,0
486,0,0,0,0
997,1,1,1,1
848,0,0,0,0
890,0,0,0,0
736,0,0,0,0
606,0,0,0,0
303,0,0,0,0
111,0,0,0,0
93,0,0,0,0
431,1,1,1,1
234,0,0,0,0
992,0,0,0,0
429,0,0,0,0
643,1,1,1,1
381,0,0,0,0
541,1,1,1,0
196,0,0,0,1
757,1,1,1,1
574,0,0,0,0
561,0,0,0,0
25,0,0,0,0
342,0,0,0,0
271,1,1,1,1
579,0,0,0,0
230,0,0,0,0
629,0,0,0,0
57,0,0,0,0
470,0,0,0,0
660,0,0,0,0
932,0,0,0,0
402,0,0,0,0
227,1,1,1,1
186,0,0,0,0
557,1,1,1,1
118,0,0,0,0
281,1,1,1,1
290,0,0,0,0
666,0,0,0,0
321,0,0,0,0
78,0,0,0,0
173,1,1,1,1
589,0,0,0,0
904,0,0,0,0
787,1,1,1,0
165,0,0,0,1
82,0,0,0,0
344,0,0,0,0
955,0,0,0,0
510,0,0,0,0
841,0,0,0,0
970,0,0,0,0
129,0,0,0,0
899,0,0,0,0
48,0,0,0,0
302,0,0,0,0
326,0,0,0,0
291,0,0,0,0
746,0,0,0,0
333,0,0,0,0
447,0,0,0,0
696,0,0,0,0
656,0,0,0,0
128,0,0,0,0
98,0,0,0,0
432,0,0,0,0
16,0,0,0,0
460,0,0,0,0
569,1,1,1,0
494,0,0,0,1
675,0,0,0,0
157,1,1,1,1
967,1,1,1,0
790,0,0,0,1
670,0,0,0,0
65,0,0,0,0
686,0,0,0,0
504,0,0,0,0
321,0,0,0,0
777,0,0,0,0
43,1,1,1,1
722,0,0,0,0
950,0,0,0,0
851,0,0,0,0
100,0,0,0,0
242,0,0,0,0
460,0,0,0,0
988,0,0,0,0
179,1,1,1,1
836,0,0,0,0
175,0,0,0,0
732,0,0,0,0
956,0,0,0,0
21,0,0,0,0
932,0,0,0,0
972,0,0,0,0
177,0,0,0,0
961,0,0,0,0
679,0,0,0,0
163,1,1,1,1
295,0,0,0,0
863,1,1,1,1
965,0,0,0,0
713,0,0,0,0
596,0,0,0,0
179,1,1,1,1
624,0,0,0,0
401,1,1,1,1
206,0,0,0,0
715,0,0,0,0
623,0,0,0,0
433,1,1,1,1
741,0,0,0,0
506,0,0,0,0
404,0,0,0,0
190,0,0,0,0
968,0,0,0,0
457,1,1,1,1
253,0,0,0,0
981,0,0,0,0
778,0,0,0,0
484,0,0,0,0
427,0,0,0,0
122,0,0,0,0
598,0,0,0,0
508,0,0,0,0
316,0,0,0,0
412,0,0,0,0
534,0,0,0,0
253,0,0,0,0
710,0,0,0,0
607,1,1,1,0
187,0,0,0,1
882,0,0,0,0
329,0,0,0,0
702,0,0,0,0
508,0,0,0,0
339,0,0,0,0
836,0,0,0,0
833,0,0,0,0
713,0,0,0,0
314,0,0,0,0
359,1,1,1,1
183,0,0,0,0
116,0,0,0,0
322,0,0,0,0
820,0,0,0,0
29,1,1,1,1
67,1,1,1,1
508,0,0,0,0
205,0,0,0,0
41,1,1,1,1
256,0,0,0,0
575,0,0,0,0
209,0,0,0,0
747,0,0,0,0
519,0,0,0,0
646,0,0,0,0
197,1,1,1,1
164,0,0,0,0
311,1,1,1,1
77,0,0,0,0
666,0,0,0,0
941,1,1,1,1
440,0,0,0,0
8,0,0,0,0
680,0,0,0,0
384,0,0,0,0
534,0,0,0,0
929,1,1,1,1
170,0,0,0,0
915,0,0,0,0
793,0,0,0,0
576,0,0,0,0
664,0,0,0,0
37,1,1,1,1
947,1,1,1,1
880,0,0,0,0
313,1,1,1,1
484,0,0,0,0
383,1,1,1,1
382,0,0,0,0
969,0,0,0,0
802,0,0,0,0
270,0,0,0,0
127,1,1,1,1
527,0,0,0,0
691,1,1,1,1
342,0,0,0,0
832,0,0,0,0
136,0,0,0,0
885,0,0,0,0
394,0,0,0,0
446,0,0,0,0
698,0,0,0,0
297,0,0,0,0
382,0,0,0,0
2,1,1,1,1
820,0,0,0,0
750,0,0,0,0
565,0,0,0,0
648,0,0,0,0
298,0,0,0,0
544,0,0,0,0
866,0,0,0,0
323,0,0,0,0
276,0,0,0,0
767,0,0,0,0
172,0,0,0,0
865,0,0,0,0
911,1,1,1,1
209,0,0,0,0
252,0,0,0,0
753,0,0,0,0
427,0,0,0,0
400,0,0,0,0
269,1,1,1,1
88,0,0,0,0
48,0,0,0,0
992,0,0,0,0
735,0,0,0,0
284,0,0,0,0
994,0,0,0,0
483,0,0,0,0
359,1,1,1,1
921,0,0,0,0
640,0,0,0,0
281,1,1,1,1
310,0,0,0,0
780,0,0,0,0
292,0,0,0,0
437,0,0,0,0
864,0,0,0,0
716,0,0,0,0
214,0,0,0,0
571,1,1,1,1
637,0,0,0,0
855,0,0,0,0
483,0,0,0,0
669,0,0,0,0
737,0,0,0,0
545,0,0,0,0
434,0,0,0,0
842,0,0,0,0
502,0,0,0,0
950,0,0,0,0
841,0,0,0,0
177,0,0,0,0
63,0,0,0,0
53,1,1,1,1
609,0,0,0,0
287,0,0,0,0
343,0,0,0,0
626,0,0,0,0
318,0,0,0,0
480,0,0,0,0
866,0,0,0,0
897,0,0,0,0
624,0,0,0,0
636,0,0,0,0
755,0,0,0,0
711,0,0,0,0
190,0,0,0,0
823,1,1,1,1
305,0,0,0,0
943,0,0,0,0
210,0,0,0,0
323,0,0,0,0
226,0,0,0,0
253,0,0,0,0
7,1,1,1,1
862,0,0,0,0
862,0,0,0,0
675,0,0,0,0
447,0,0,0,0
920,0,0,0,0
409,1,1,1,0
42,0,0,0,1
430,0,0,0,0
301,0,0,0,0
601,1,1,1,1
986,0,0,0,0
741,0,0,0,0
620,0,0,0,0
118,0,0,0,0
721,0,0,0,0
696,0,0,0,0
480,0,0,0,0
449,1,1,1,1
941,1,1,1,1
750,0,0,0,0
654,0,0,0,0
421,1,1,1,1
104,0,0,0,0
777,0,0,0,0
160,0,0,0,0
638,0,0,0,0
596,0,0,0,0
956,0,0,0,0
751,1,1,1,1
593,1,1,1,1
278,0,0,0,0
318,0,0,0,0
424,0,0,0,0
550,0,0,0,0
301,0,0,0,0
478,0,0,0,0
72,0,0,0,0
822,0,0,0,0
613,1,1,1,1
122,0,0,0,0
18,0,0,0,0
774,0,0,0,1
139,1,1,1,0
703,0,0,0,0
507,0,0,0,0
762,0,0,0,0
390,0,0,0,0
215,0,0,0,0
375,0,0,0,0
535,0,0,0,0
462,0,0,0,0
829,1,1,1,1
395,0,0,0,0
298,0,0,0,0
689,0,0,0,0
918,0,0,0,0
782,0,0,0,0
25,0,0,0,0
347,1,1,1,0
815,0,0,0,1
966,0,0,0,0
30,0,0,0,0
15,0,0,0,0
708,0,0,0,0
635,0,0,0,0
751,1,1,1,1
365,0,0,0,0
501,0,0,0,0
857,1,1,1,1
824,0,0,0,0
774,0,0,0,0
75,0,0,0,0
445,0,0,0,0
528,0,0,0,0
481,0,0,0,0
568,0,0,0,0
937,1,1,1,0
945,0,0,0,1
324,0,0,0,0
152,0,0,0,0
545,0,0,0,0
106,0,0,0,0
130,0,0,0,0
601,1,1,1,1
220,0,0,0,0
837,0,0,0,0
842,0,0,0,0
675,0,0,0,0
487,1,1,1,1
256,0,0,0,0
931,0,0,0,0
271,1,1,1,1
907,1,1,1,0
646,0,0,0,1
40,0,0,0,0
229,1,1,1,1
30,0,0,0,0
622,0,0,0,0
49,0,0,0,0
180,0,0,0,0
784,0,0,0,0
229,1,1,1,1
83,1,1,1,1
997,1,1,1,1
385,0,0,0,0
604,0,0,0,0
243,0,0,0,0
179,1,1,1,1
474,0,0,0,0
792,0,0,0,0
942,0,0,0,0
136,0,0,0,0
551,0,0,0,0
556,0,0,0,0
893,0,0,0,0
435,0,0,0,0
247,0,0,0,0
173,1,1,1,1
388,0,0,0,0
722,0,0,0,0
225,0,0,0,0
123,0,0,0,0
396,0,0,0,0
8,0,0,0,0
759,0,0,0,0
706,0,0,0,0
161,0,0,0,0
330,0,0,0,0
3,1,1,1,1
883,1,1,1,1
511,0,0,0,0
55,0,0,0,0
958,0,0,0,0
413,0,0,0,0
868,0,0,0,0
395,0,0,0,0
465,0,0,0,0
484,0,0,0,0
490,0,0,0,0
798,0,0,0,0
588,0,0,0,0
741,0,0,0,0
913,0,0,0,0
641,1,1,1,1
620,0,0,0,0
428,0,0,0,0
384,0,0,0,0
852,0,0,0,0
271,1,1,1,1
978,0,0,0,0
362,0,0,0,0
810,0,0,0,0
527,0,0,0,0
16,0,0,0,0
42,0,0,0,0
551,0,0,0,0
487,1,1,1,1
690,0,0,0,1
53,1,1,1,0
285,0,0,0,0
594,0,0,0,0
940,0,0,0,0
40,0,0,0,0
177,0,0,0,0
767,0,0,0,0
150,0,0,0,0
474,0,0,0,0
452,0,0,0,0
227,1,1,1,1
673,1,1,1,1
470,0,0,0,0
165,0,0,0,0
741,0,0,0,0
166,0,0,0,0
711,0,0,0,0
329,0,0,0,0
508,0,0,0,0
292,0,0,0,0
214,0,0,0,0
791,0,0,0,0
748,0,0,0,0
187,0,0,0,0
805,0,0,0,0
686,0,0,0,0
710,0,0,0,0
830,0,0,0,0
392,0,0,0,0
205,0,0,0,0
977,1,1,1,1
917,0,0,0,0
645,0,0,0,0
36,0,0,0,1
883,1,1,1,0
985,0,0,0,0
792,0,0,0,0
447,0,0,0,0
194,0,0,0,0
990,0,0,0,0
834,0,0,0,0
951,0,0,0,1
751,1,1,1,0
847,0,0,0,0
777,0,0,0,0
775,0,0,0,0
557,1,1,1,1
282,0,0,0,0
152,0,0,0,0
629,0,0,0,0
828,0,0,0,0
892,0,0,0,1
641,1,1,1,0
707,0,0,0,0
275,0,0,0,0
838,0,0,0,0
243,0,0,0,0
535,0,0,0,0
659,1,1,1,1
900,0,0,0,0
602,0,0,0,0
887,1,1,1,1
564,0,0,0,0
237,0,0,0,0
181,1,1,1,0
681,0,0,0,0
422,0,0,0,0
576,0,0,0,0
430,0,0,0,0
731,0,0,0,0
992,0,0,0,1
239,1,1,1,0
707,0,0,0,0
863,1,1,1,1
430,0,0,0,0
395,0,0,0,1
853,1,1,1,0
950,0,0,0,0
879,0,0,0,0
930,0,0,0,0
861,0,0,0,0
777,0,0,0,0
124,0,0,0,0
970,0,0,0,1
857,1,1,1,0
73,1,1,1,1
493,0,0,0,0
720,0,0,0,0
605,0,0,0,0
10,0,0,0,0
987,0,0,0,0
707,0,0,0,0
687,0,0,0,0
134,0,0,0,0
318,0,0,0,0
374,0,0,0,0
644,0,0,0,0
954,0,0,0,0
865,0,0,0,0
518,0,0,0,0
255,0,0,0,0
332,0,0,0,0
213,0,0,0,0
222,0,0,0,0
573,0,0,0,0
201,0,0,0,1
389,1,1,1,1
902,0,0,0,0
748,0,0,0,1
245,0,0,0,0
13,1,1,1,0
82,0,0,0,0
530,0,0,0,0
292,0,0,0,0
711,0,0,0,0
170,0,0,0,1
467,1,1,1,0
20,0,0,0,0
374,0,0,0,0
999,0,0,0,0
918,0,0,0,0
849,0,0,0,0
591,0,0,0,0
637,0,0,0,0
801,0,0,0,0
725,0,0,0,0
889,0,0,0,0
918,0,0,0,1
911,1,1,1,1
297,0,0,0,0
821,1,1,1,0
707,0,0,0,0
238,0,0,0,0
357,0,0,0,0
684,0,0,0,1
803,0,0,0,0
439,1,1,1,0
151,1,1,1,1
785,0,0,0,0
317,1,1,1,0
609,0,0,0,1
967,1,1,1,0
190,0,0,0,1
726,0,0,0,0
246,0,0,0,0
313,1,1,1,1
233,1,1,1,1
521,1,1,1,1
503,1,1,1,1
856,0,0,0,0
712,0,0,0,0
583,0,0,0,0
595,0,0,0,0
555,0,0,0,0
66,0,0,0,0
962,0,0,0,0
582,0,0,0,0
129,0,0,0,0
674,0,0,0,0
995,0,0,0,0
610,0,0,0,0
680,0,0,0,0
509,1,1,1,1
74,0,0,0,0
238,0,0,0,0
244,0,0,0,0
884,0,0,0,0
59,1,1,1,1
905,0,0,0,0
684,0,0,0,0
440,0,0,0,0
26,0,0,0,0
955,0,0,0,0
637,0,0,0,0
359,1,1,1,1
855,0,0,0,0
956,0,0,0,0
633,0,0,0,0
345,0,0,0,0
299,0,0,0,0
655,0,0,0,0
843,0,0,0,0
668,0,0,0,0
48,0,0,0,0
890,0,0,0,0
760,0,0,0,0
464,0,0,0,0
966,0,0,0,0
189,0,0,0,0
958,0,0,0,0
958,0,0,0,0
198,0,0,0,0
202,0,0,0,0
553,0,0,0,0
916,0,0,0,0
749,0,0,0,0
203,0,0,0,0
778,0,0,0,0
624,0,0,0,0
641,1,1,1,1
454,0,0,0,0
668,0,0,0,0
583,0,0,0,0
123,0,0,0,0
890,0,0,0,0
470,0,0,0,0
817,0,0,0,0
574,0,0,0,0
235,0,0,0,0
376,0,0,0,0
598,0,0,0,0
892,0,0,0,0
463,1,1,1,1
43,1,1,1,1
48,0,0,0,0
336,0,0,0,0
573,0,0,0,0
811,1,1,1,1
975,0,0,0,0
641,1,1,1,1
690,0,0,0,0
886,0,0,0,0
910,0,0,0,0
802,0,0,0,0
75,0,0,0,0
818,0,0,0,0
244,0,0,0,0
979,0,0,0,0
378,0,0,0,0
769,1,1,1,0
148,0,0,0,1
71,1,1,1,1
496,0,0,0,0
963,0,0,0,0
790,0,0,0,0
176,0,0,0,0
370,0,0,0,0
645,0,0,0,0
864,0,0,0,0
389,1,1,1,1
728,0,0,0,0
816,0,0,0,0
585,0,0,0,0
527,0,0,0,0
298,0,0,0,0
271,1,1,1,1
121,0,0,0,0
928,0,0,0,0
577,1,1,1,1
809,1,1,1,1
720,0,0,0,0
893,0,0,0,0
835,0,0,0,0
170,0,0,0,0
343,0,0,0,0
777,0,0,0,0
511,0,0,0,0
320,0,0,0,0
515,0,0,0,0
618,0,0,0,0
375,0,0,0,0
648,0,0,0,0
770,0,0,0,0
743,1,1,1,0
364,0,0,0,1
760,0,0,0,0
373,1,1,1,0
120,0,0,0,1
595,0,0,0,0
737,0,0,0,0
340,0,0,0,0
810,0,0,0,0
695,0,0,0,0
471,0,0,0,0
62,0,0,0,0
296,0,0,0,0
145,0,0,0,0
341,0,0,0,0
50,0,0,0,0
388,0,0,0,0
271,1,1,1,1
863,1,1,1,1
781,0,0,0,0
321,0,0,0,0
917,0,0,0,0
619,1,1,1,1
143,0,0,0,0
660,0,0,0,0
852,0,0,0,0
486,0,0,0,0
78,0,0,0,0
126,0,0,0,0
538,0,0,0,0
916,0,0,0,0
95,0,0,0,0
203,0,0,0,0
418,0,0,0,0
946,0,0,0,0
380,0,0,0,0
546,0,0,0,0
833,0,0,0,0
842,0,0,0,0
825,0,0,0,0
289,0,0,0,0
115,0,0,0,0
993,0,0,0,0
715,0,0,0,0
776,0,0,0,0
191,1,1,1,1
212,0,0,0,0
524,0,0,0,0
529,0,0,0,0
69,0,0,0,0
293,1,1,1,1
594,0,0,0,0
249,0,0,0,0
991,1,1,1,0
325,0,0,0,1
661,1,1,1,1
114,0,0,0,0
71,1,1,1,1
934,0,0,0,0
560,0,0,0,0
36,0,0,0,0
485,0,0,0,0
386,0,0,0,0
453,0,0,0,0
774,0,0,0,0
407,0,0,0,0
436,0,0,0,0
515,0,0,0,0
571,1,1,1,1
133,0,0,0,0
688,0,0,0,0
582,0,0,0,0
671,0,0,0,0
989,0,0,0,0
916,0,0,0,0
685,0,0,0,0
255,0,0,0,0
510,0,0,0,0
150,0,0,0,0
636,0,0,0,0
226,0,0,0,0
298,0,0,0,0
334,0,0,0,0
212,0,0,0,0
463,1,1,1,1
997,1,1,1,0
892,0,0,0,1
160,0,0,0,0
134,0,0,0,0
526,0,0,0,0
820,0,0,0,0
7,1,1,1,1
649,0,0,0,0
777,0,0,0,0
651,0,0,0,0
340,0,0,0,0
854,0,0,0,0
367,1,1,1,1
196,0,0,0,0
760,0,0,0,0
392,0,0,0,0
625,0,0,0,0
664,0,0,0,0
478,0,0,0,0
845,0,0,0,0
829,1,1,1,0
874,0,0,0,0
184,0,0,0,0
418,0,0,0,1
410,0,0,0,0
930,0,0,0,0
523,1,1,1,1
650,0,0,0,0
